Azienda,Conosciuti a / Fonte,Contacting,Email,Sitoweb,Indirizzo,cap,città,provincia,regione,contatto,Telefono,P.Iva,CODICE FISCALE,CODICE UNIVOCO,Annotazioni,shop on line,Closing,Presentazione,Ultimo contatto,Duplicato
Caprera Soc. Agr.,,,info@agricolacaprera.it,agricolacaprera.it/,Via Vasca S.N.C.,65020,Pietranico,Pescara,Abruzzo,,ND,,,,da elenco claudio,,,,2/9/2025,
Lini 910,,,info@lini910.it,lini910.it,Via Vecchia Canolo 7,42015,CORREGGIO ,Reggio-Emilia,Emilia Romagna,,0522690162,,,,,,,,,
Minafra,,,info@agricolaminafra.it,agricolaminafra.it/,Via Vecchia Canosa,70037,Ruvo di Puglia,Bari,Puglia,,3478622136,,,,,,,,12/15/2024,
Il Passo ,,,cantinailpasso@gmail.com,cantinailpasso.com,"Via Vecchia Nazionale, 17",85022,Barile,Potenza,Basilicata,Maria Grimolizzi,3475242706,,,,,,,,,
Cascina San Pietro,,,info@cascinaspietro.it,cascinaspietro.it,"Via Tengattini, 67",25030,Paratico,Brescia,Lombardia,,035912448,,,,,,,,,
Cantina Zannini,FIVI,,cantinazannini@libero.it,cantinazannini.it,"Via Vellaria, 20",81030,Falciano del Massico,Caserta,Campania,,823931108,,,,,,,,12/5/2024,
Az.Agricola Pietro Selva,,,selvapietro@gmail.com,ND,"Via Vendolo, 32",23012,Vendolo,Sondrio,Lombardia,,3408129270,,,,associato VAN si visite su appuntamento,,,,1/28/2025,
Terenzuola,,,info@terenzuola.it,terenzuola.it,"Via Vercalda, 14",54035,Fosdinovo,Massa-Carrara,Toscana,,0187670387,,,,,,,,,
Cantina Divinja,,,info@cantinadivinja.com,cantinadivinja.com/,"Via Verdeta, 1",41030,Bomporto,Modena,Emilia Romagna,Denis barbanti,3391801199,,,,si visite reinviata mail vineis nn si è piu fatto sentire dopo la prima call riprovare,,,,12/6/2024,
Vigna Nica ,,,info@vignanica.com,vignanica.com/,"Via Verdi, 23",98051,Barcelloa P.G.,Messina,Sicilia,,3398183713,,,,si visite,si,,,1/19/2025,
Azienda Vitivinicola Pala,,,info@pala.it,pala.it/,"Via Verdi, 7",09040,Serdiana,Sud Sardegna,Sardegna,,070740284,,,,si visite,,,,12/17/2024,
Mora&Memo,,,info@moraememo.it,moraememo.it/,"Via Verdi, 9",09040,Serdiana,Cagliari,Sardegna,,3311972266,,,,,,,,12/17/2024,
Cantina Francesca,FIVI,,info@cantinafrancesca.it,cantinafrancesca.it,"Via Verdini, 30",82030,Apollosa,Benevento,Campania,,082444235,,,,,,,,12/5/2024,
Madonna Dell'Uva ,,,info@madonnadelluva.it,ND,"Via Vergano, 25",28021,Borgomanero,Novara,Piemonte,,3381575330,,,,,,,,1/9/2025,
Punta Aria,FIVI,,info@puntaaria.it,puntaaria.it,"Via Vespucci, 9",20040,Cambiago,Milano,Lombardia,,3478782656,,,,,,,,12/8/2024,
Francesco Follador ,,,az.agricolafolladorfrancesco@gmail.com,folladorfrancesco.it,Via Vettorazzi E Bisol 6,31049,Valdobbiadene,Treviso,Veneto,,0423900579,,,,si è iscritto il 1 di a vineis mandare contratto e poi mandare anche pres.stappando,,,,11/30/2024,
Colesel,,,visite@colesel.com,colesel.com,"Via Vettorazzi E Bisol, 4",31049,Valdobbiadene ,Treviso,Veneto,,0423901055,,,,,,,,,
Fattoria Zerbina,,,info@zerbina.com,zerbina.com,"Via Vicchio, 11",48018,Marzeno,Ravenna,Emilia Romagna,,054640022,02495710390,,,,,,,,
Paolazzi Giorgio & Federico,,,federicopaolazzi80@gmail.com,mostramullerthurgau.it,"Via Vich, 15",38030,Faver,Trento,Trentino Alto Adige,,3402473228,,,,,,,,,
Masseria Del Fano,,,info@masseriafano.com,masseriafano.com/,Via Vicinale Fano,73050,Salve,Lecce,Puglia,,3201571566,,,,,,,,12/14/2024,
Cantina Muragni,FIVI,,socmuragni@gmail.com,cantinamuragni.com,"Via Vicolo Rosso, 6",18035,Dolceacqua,Imperia,Liguria,,3290677249,,,,hanno risposto alla mail e inviato listino 11 sett.24,,,,1/25/2025,
Tenuta Montedelma,,,info@montedelma.it,montedelma.it,"Via Valenzano, 19/17",25050,Passirano,Brescia,Lombardia,,0306546161,,,,,,,,,
Centinari,,,info@centinari.it,centinari.it,"Via Valle, 21",25031,Capriolo,Brescia,Lombardia,,0731 8191,,,,,,,,,
Cardosa Az.Agricola ,Paestum Wine Fest,,info@cardosa.it,cardosa.it/,Via Vigna Della Corte,84049,Castel San Lorenzo,Salerno,Campania,Marco peduto,3315940676,,,,,,,,12/5/2024,
La Valle Dell' Usignolo,FIVI,,info@lavalledellusignolo.it,lavalledellusignolo.it,"Via Vigna Riccelli, 2",04013,Sermoneta,Latina,Lazio,,773318629,,,,,,,,12/11/2024,
Muratori,,,accoglienza@muratoriwine.it,muratoriwine.it/,"Via Valli, 31",25030,Adro,Brescia,Lombardia,Michela muratori,0307451051,03535970176,,,,,,,,
Azienda Agricola Pezzuoli,,,info@pezzuoli.it,pezzuoli.it/,Via Vignola 136,41053,Mranello,Modena,Emilia Romagna,,536948800,,,,,,,,2/19/2025,
Cavasete,Conosciuti da iovino,Alessandra,info@cavasete.it,cavasete.it,Via Villa 10 ,81030,Succivo,Caserta,Campania,Giuseppe Luongo,3319481635,,,,ha contattato in ufficio richiamato 6 dic spiegato vineis e stappando vuole iscriversi a tutto mandare pres. stappando e contratti,,Nessun Feedback,,1/9/2025,
Azienda Agricola Cambria,,,info@cambriavini.com,cambriavini.com/contattaci/,"Via Villa Arangia, Contrada San Filippo",98054,Furnari,Messina,Sicilia,NINO PELLERITI,0941840214,,,,si visite - 25 feb ha risposto alla mail per stappando ma soprattutto per viniìeis vuole info chiamare chiamato,si,,,1/18/2025,
Poggio Santa Maria,,,info@poggiosantamaria.it,poggiosantamaria.i,Via Villa Cartoni 30,06061,Castiglione Del Lago,Perugia,Umbria,,075956950,,,,fanno vino olio agriturismo e grano saraceno fanno ospitano anche eventi matrimoni etc,,,,12/17/2024,
Az. Agricola Manenti ,,,info@vinimanenti.it,vinimanenti.it/,"Via Villa Glori, 33",97018,Scicli,Ragusa,Sicilia,,3891085466,,,,,,,,12/15/2024,
Cantina Sociale Crecchio -Società Cooperativa Progresso ,,,info@cantinacrecchio.it,cantinacrecchio.it/,"Via Villa Selciaroli, 114",66014,Crecchio,Chieti,Abruzzo,,871941135,,,,"cantina sociale con soci conferitori ( max 1,5 ettari cad) provare per le scatole",,,,12/6/2024,
Romantica,,,eventi@romanticafranciacorta.com,romanticafranciacorta.com,"Via Vallosa, 29",25050,Passirano,Brescia,Lombardia,,3317727486,,,,,,,,,
Dipoli Weingut Peter Dipoli,,,info@dipoli.com,peterdipoli.comit,"Via Villa, 5",39044,Egna,Bolzano,Trentino Alto Adige,Felix Bampi,3332345042,,,,,,,,3/5/2025,
Franz Haas,,,info@franz-haas.it,franz-haas.it,"Via Villa, 6",39040,Montagna sulla Strada del Vino,Bolzano,Trentino Alto Adige,,0471 812280,,,,,,,,,
Cantina Villafranca S.R.L.,,,info@cantinavillafranca.it,cantinavillafranca.it/,"Via Villafranca, 14",00041,Albano Laziale,Roma,Lazio,,69344277,,,,,,,,12/11/2024,
Villa Giuliana,,,cantina@villa-giuliana.it,villa-giuliana.it/,"Via Valzina, 16-18",25050,Rodengo Saiano,Brescia,Lombardia,,0300982243,,,,,,,,,
Lantieri De Paratico,,,info@lantierideparatico.it,lantierideparatico.it,Via Videtti,25031,Capriolo,Brescia,Lombardia,,030736151,,,,,,,,,
Cantine Florio,,,info@cantineflorio.it,cantineflorio.it,"Via Vincenzo Florio, 1 ",91025,Marsala,Trapani,Sicilia,,0923781111,,,,,,,,,
Cantina Produttori Di Cormòns,,,info@cormons.com,cormons.com/,"Via Vino Della Pace, 31",34071,Cormons,Gorizia,Friuli Venezia Giulia,,48162471,,,,,,,,3/10/2025,
Riccardi Reale,FIVI,,info@cantinericcardireale.it,cantinericcardireale.it,"Via Vitellia, S.C.",00030,Bellegra,Roma,Lazio,,3479245226,,,,,,,,12/11/2024,
Baglio Curatolo Arini,,,visit@curatoloarini.com,curatoloarini.com/,"Via Vito Curatolo Arini, 5",91025,Marsala,Trapani,Sicilia,,0923989400,,,,si experience,,,,1/16/2025,
Banino Di Antonio Panigada,FIVI,,vinobanino@hotmail.com,banino.it,"Via Vittoria, 13",20078,San Colombano al Lambro,Milano,Lombardia,,371898795,,,,,,,,12/8/2024,
Azienda Vitivinicola Comm. G. B. Burlotto,,,burlotto@burlotto.com,burlotto.com/,"Via Vittorio Emanuele Ii, 28",12060,Verduno,Cuneo,Piemonte,,0172470122,,,,Langa di Alba,,,,2/24/2025,
Sedilisu,,,amministrazione.sedilesu@gmail.com,giuseppesedilesu.it,"Via Vittorio Emanuele Ii, 64",08024,Mamoiada,Nuoro,Sardegna,,078456791,,,,,,,,12/15/2024,
Eminas,,,info@eminas.it,eminas.it/,"Via Vittorio Emanuele Ii, 71",08024,Mamoiada,Nuoro,Sardegna,,3476800377,,,,lo shopriporta a : dispensas.it,,,,12/17/2024,
Portinari Franco & Ugo,FIVI,,vittorio.portinari@enoexpert.it,ND,"Via Vittorio Emanuele, 24",27049,Zenevredo,Pavia,Lombardia,,335/8388881,,,,,,,,12/8/2024,
Azienda Agricola Torre Rosano,,,info@torrerosano.it,torrerosano.itcontatti,"Via Vittorio Emanuele, 28",85036,Roccanova,Potenza,Basilicata,,0973833427,,,,,,,,12/15/2024,
Azienda Vinicola Carbone,,,info@carbonevini.it,carbonevini.it,"Via Vittorio Emanuele, 84",85025,Melfi,Potenza,Basilicata,,972237866,,,,,,,,12/15/2024,
E. Pira E Figli,,,info@pira-chiaraboschis.com,pira-chiaraboschis.com,"Via Vittorio Veneto, 1",12060,Barolo,Cuneo,Piemonte,,017356247,,,,,,,,,
Bricco Dei Guazzi,,,info@briccodeiguazzi.it,briccodeiguazzi.it/it,"Via Vittorio Veneto, 23",15030,Olivola,Alessandria,Piemonte,,0422864511,,,,,,,,2/24/2025,
La Fiòca,,,mail@lafioca.com,lafioca.com,"Via Villa, 13/B",25040,Corte Franca,Brescia,Lombardia,,0309826313,,,,,,,,,
Tenute Pieralisi Monteschiavo,,,vini@tenutepieralisi.it,tenutepieralisi.it/,Via Vivaio - Località Scorcelletti,60030,Maiolati Spontini,Ancona,Marche,,0731700385,,,,,,,,12/11/2024,
Rabottini Vini E Oli,FIVI,,info@rabottinivini.it,rabottinivini.it,"Via Vracone, S.N.C.",66100,Chieti,Chieti,Abruzzo,,3456720317,,,,,,,,12/4/2024,
Azienda Agricola Musto Carmelitano,FIVI,,info@mustocarmelitano.it,mustocarmelitano.it,"Via Vulture, 33",85020,Maschito,Potenza,Basilicata,,97233312,,,,"Etichette belle, azienda premiata e abbastanza grande, online c'è la callmewine, si può pensare a farli entrare nel gruppo ma vanno sicuro pagati perchè stanno su callmewine e quindi online hanno già una visiblità alta.",,,,12/15/2024,
Podere Giardino,FIVI,,info@podere-giardino.it,podere-giardino.it,"Via Walter Manzotti, 7",42122,Reggio Emilia,Reggio-Emilia,Emilia Romagna,,3295664061,,,,,,,,12/6/2024,
San Cristoforo,,,info@sancristoforo.eu,sancristoforo.eu/franciacorta/,Via Villanuova 2,25030,Erbusco,Brescia,Lombardia,,030 7760482,,,,,,,,,
Fratelli Giacosa,,,shop@giacosa.it,giacosa.it,Via Xx Settembre 64,12052, Neive,Cuneo,Piemonte,,017367013,,,,,,,,,
Azienda Agricola Andrea Tirelli,,,nd,tirellivini.it/,"Via Xx Settembre, 4",15050,Costa Vescovato,Alessandria,Piemonte,,3402326134,,,,no email inviato messaggio su sito,,,,2/23/2025,
Bruno Giacosa,,,brunogiacosa@brunogiacosa.it,brunogiacosa.it/it,"Via Xx Settembre, 52",12052,Borgonovo,Cuneo,Piemonte,,017367027,,,,su parecchi siti prezzi altini on line barbera nebbiolo etc,,,,12/8/2024,
Cantina Ballaminut,FIVI,,luca.ballaminutvini@gmail.com,ballaminut.it,"Via Xx Settembre, 8",33050,Terzo d'Aquileia,Udine,Friuli Venezia Giulia,,43133391,,,,,,,,2/10/2025,
Bracco,,,info@bracco1881.com,bracco1881.com/,Via Xxiv Maggio 28,34071,Brazzano di Cormòns,Gorizia,Friuli Venezia Giulia,,481540081,,,,No Ribolla,,,,2/12/2025,
Conte Collalto,,,info@cantine-collalto.it,cantine-collalto.it,"Via Xxiv Maggio, 1",31058,Susegana,Treviso,Veneto,,0438435811,,,,,,,,,
Terre Di Maria ,Paestum Wine Fest,,info@terredimaria.it,terredimaria.it/web/,Via Xxv Aprile N°23,71045,Orta Nova,Foggia,Puglia,Cataldo,3318255305,,,,Amici di Marco DIste anche olio,,,,12/8/2024,
Albamocco,FIVI,,info@albamocco.com,albamocco.com,"Via Xxv Aprire, 20A",60031,Castelpiano,Ancona,Marche,,3205509345,,,,,,,,12/11/2024,
Agricola Vallone -Tenuta Serranova,,,info@agvallone.it,vallone.wine/contatti/,"Via Xxv Luglio, 7",73100,Lecce,Lecce,Puglia,,832308041,,,,,,,,2/3/2025,
Az. Agr. E. Scammacca Del Murgo,,,info@murgo.it,murgo.it/it/,"Via Zafferana, 13",95010,Santa Venerina,Catania,Sicilia,,095950520,,,,etna,,,,12/15/2024,
Vigneti Romio - Cantine Caviro,,,info@caviro.it,vignetiromio.it/,Via Zampeschi 117,47122,Forlì,Forli-Cesena,Emilia Romagna,,ND,,,,sangiovese,,,,,
Montorfano De Filippo,,,nd,montorfanodefilippo.it,"Via Vittorio Veneto, 3",25030,Coccaglio,Brescia,Lombardia,,ND,,,,,,,,,
Battistuta Gabriele,,,gabrielebattistutta@gmail.com,ND,Via Zanetti 1,34070,Cormòns,Gorizia,Friuli Venezia Giulia,,48167219,,,,,,,,2/12/2025,
Cantine Olivella,FIVI,,info@cantineolivella.wine,cantineolivella.wine,"Via Zazzera, 28",80048,Sant'Anastasia,Napoli,Campania,,815311388,,,,,,,,12/5/2024,
Punset,,,punset@punset.com,punset.com,"Via Zocco, 2",12052,Neive,Cuneo,Piemonte,,0173 67072,,,,,,,,,
Fattoria Villa Ligi,FIVI,,info@villaligi.it,villaligi.it,"Via Zoccolanti, 25/A, 61045 - Pergola (Pu)",61045,Pergola,Pesaro-Urbino,Marche,,721734351,,,,,,,,12/4/2024,
Norina Pez,,,info@norinapez.it,norinapez.it/,Via Zorutti 4,34070,Dolegna del Collio,Gorizia,Friuli Venezia Giulia,,481639951,,,,No bottiglia Collio,,,,2/17/2025,
Bodigoi Giuliano,,,nd,ND,Via Zorutti 5,34070,Dolegna del Collio,Gorizia,Friuli Venezia Giulia,,ND,,,,,,,,,
Astoria,,,info@astoria.it,astoria.it,"Viale Antonini, 9",31035,Crocetta del Montello,Treviso,Veneto,,ND,,,,,,,,,
Giacobazzi Vini,,,info@giacobazzivini.it,giacobazzivini.com/,"Viale Carlo Sigonio, 54",41124,Modena,Modena,Emilia Romagna,,59222014,,,,,,,,2/19/2025,
Coppo,,,info@riccardocoppovini.it,riccardocoppovini.it,"Viale Cipriano Cei, 22",15034,Cella Monte,Alessandria,Piemonte,,3356142584,,,,,,,,2/24/2025,
Azienda Agricola Montioni ,,,info@gabrielemontioni.it,gabrielemontioni.it,"Viale Della Vittoria, 34",06036,Montefalco,Perugia,Umbria,,0742379214,,,,si visite ma saranno sospesi dal 1 nov fino ad aprile,,,,12/17/2024,
Vigne Di Malies Di Foschini Flaviano,FIVI,,info@vignedimalies.it,vignedimalies.it,"Viale Della Vittoria, 58",82034,Guardia Sanframondi,Benevento,Campania,,3282859621,,,,,,,,12/5/2024,
Tenuta Poggio Rosso,,,info@tenutapoggiorosso.it,tenutapoggiorosso.it,"Viale Etruria, 1",57025,Stazione di Populonia,Livorno,Toscana,,056529553,,,,,,,,12/9/2024,
Casa Vinicola Michele Setaro,,,info@casavinicolasetaro.com,casavinicolasetaro.com/,Viale G. Brodolini 176,84091,Battipaglia,Salerno,Campania,,3312950179,,,,ha risposto alla mail inviate pres .richiamare,si,,,1/24/2025,
Lungarotti,,,lungarotti@lungarotti.it,lungarotti.it/,"Viale Giorgio Lungarotti, 2",06089,Torgiano,Perugia,Umbria,,075988661,,,,olio grappe vino experience hanno enoteca fisica anche,,,,12/17/2024,
Pighin,,,info@pighin.com,pighin.com/,Viale Grado 11/1,33050,Pavia di Udine,Udine,Friuli Venezia Giulia,,432675444,,,,no bottilgia collio,,,,2/17/2025,
Zanotelli,,,contatti@zanotelliwines.com,zanotelliwines.com,Viale Iv Novembre 52,38034, Cembra Lisignago,Trento,Veneto,,0461683131,,,,,,,,,
Tenuta La Riserva,FIVI,,info@tenutalariserva.it,tenutalariserva.it,"Viale Iv Novembre, 10",63073,Offida,Ascoli-Piceno,Marche,,0736-888633,,,,,,,,12/4/2024,
Jacuss Società Agricola s.s.,,,jacuss@jacuss.it,jacuss.it,"Viale Kennedy, 35/A",33040,Torreano,Udine,Friuli Venezia Giulia,,3683955835,,,,,,,,,
Cantina Di Biase,,,info@cantinadibiase.it,cantinadibiase.it/,"Viale L. Petruzzi, 87",65013,Città Sant'Angelo,Pescara,Abruzzo,,085959463,,,,si shop on line vino e olio,,,,2/1/2025,
Matteo Braidot,,,info@matteobraidot.it,matteobraidot.it/,Viale Palmanova 20/B,34076,Romans d'Isonzo,Gorizia,Friuli Venezia Giulia,,481909312,,,,No bottiglia Collio,,,,2/16/2025,
Cantore Di Castelforte,,,vini@cantoredicastelforte.it,cantoredicastelforte.com,"Viale Piceno, 12",74024,Manduria,Taranto,Puglia,,0999735373,,,,vino e olio si shop on line hanno 4 masserie tra salice salentino e manduria,,,,2/5/2025,
Cantina Trexenta,,,info@cantinatrexenta.it,cantinatrexenta.com/,"Viale Piemonte, 28",09040,Senorbi,Cagliari,Sardegna,,0709808863,,,,si visite si shop on line,,,,12/17/2024,
Cantine Moio,,,info@cantinemoio.it,cantinemoio.it,"Viale Regina Margherita, 8",81034,Mondragone,Caserta,Campania,,3281743455,,,,,,,,12/5/2024,
Terre Del Faet,FIVI,,andreadrius.vino@hotmail.it,terredelfaet.it,Viale Roma 82,34070,Cormòns,Gorizia,Friuli Venezia Giulia,,3470103325,,,,associati vignaioli indipendenti la mail torna indietro,,,,3/10/2025,
Terre Del Cesanese,,,info@iadicicco.it,terredelcesanese.it,"Viale Roma, 36",03010,Acuto,Frosinone,Lazio,,3270783659,,,,,,,,,
Fattoria Mani Di Luna,,,info@fattoriamanidiluna.com,fattoriamanidiluna.com/it/,"Viale Roma, 50",06089,Torgiano,Perugia,Umbria,Alessandro,3337286363,,,,,,,,12/15/2024,
Azienda Agraria Claudio Morelli,FIVI,,info@claudiomorelli.it,claudiomorelli.it,"Viale Romagna, 47",61032,Fano,Pesaro-Urbino,Marche,,721823352,,,,,,,,12/18/2024,
I Favati,FIVI,,info@cantineifavati.it,cantineifavati.it/,"Viale Sabino Cocchia, 64",83020,Cesinali,Avellino,Campania,,825666898,,,,,,,,12/5/2024,
Cantina Di Gonzaga,,,info@cantinagonzaga.it,cantinagonzaga.it/,"Viale Stazione, 39",46023,Gonzaga,Mantova,Lombardia,,037658051,,,,,,,,2/23/2025,
Azienda Agricola Custodi,,,info@cantinacustodi.com,cantinacustodi.it/,Viale Venere - Località Canale,05010,Orvieto,Terni,Umbria,,076329053,,,,si visite prenotazioni e info da modulo su sito p telefono,,,,12/17/2024,
Cantina Consoli,Non funziona la mail,Roberto,info@consolivini.it,lamailtornaindietrodachamare,"Viale Vittorio Veneto, 92",00035,Olevano Romano,Roma,Lazio,Alessia Consoli,3384200904,,,,"CONTATTARE. Ho fatto una campagna marketing per loro, Alessia è un personaggio con 1000 idee buono per vineis",,Nessun Feedback,,12/11/2024,
Cantina Fratelli D'Agostino ,,,nd,ND,Vico Ii Umberto,03040,Ausonia,Frosinone,Lazio,,3476480452,,,,nn c'e sito...,,,,12/11/2024,
Tenuta Andi Sölva,,,info@andisoelva.com,andisoelva.com,"Vicolo Barleit, 24",39052,Caldaro,Bolzano,Trentino Alto Adige,,3493233246,,,,,,,,,
Alois Lageder,,,info@aloislageder.eu,aloislageder.eu,Vicolo Dei Conti 9,39040,Magrè,Bolzano,Trentino Alto Adige,,0471809500,,,,,,,,12/4/2024,
Tenuta Fasoli Lorena,,,info@tenutefasoli.com,tenutefasoli.com,"Vicolo Giacomo Matteotti, 7",37015,Sant’Ambrogio Di Valpolicella,Verona,Veneto,,3403429306,,,,vini naturali si shop si experience e anhe hospitality,si,,,1/9/2025,
Merumalia,FIVI,,info@merumalia.it,merumalia.it,"Vicolo Prataporci, 8",00044,Frascati,Roma,Lazio,,3402998994,,,,CONTATTARE. BELLA CANTINA DEL LAZIO. BUONA FORSE ANCHE PER STAPPANDO chiesto listino 28 ago,,,,1/25/2025,
Castello Di Perno,,,info@castellodiperno.it,castellodiperno.it/,"Vicolo Roma, 2",12065,Perno,Cuneo,Piemonte,,3335850778,,,,langhe si shop on line si visite ...,,,,12/8/2024,
Ciapél,,,nd,ND,"Vicolo Sant'Antonio, 12",25040,Parmezzana Calzana,Brescia,Lombardia,,030652167,,,,,,,,,
Le Driadi,FIVI,,agricolaledriadi@gmail.com,ledriadi.wine,"Vila Marzanica, 7 B",24020,Torre Boldone,Bergamo,Lombardia,,393924478942,,,,,,,,12/6/2024,
Cantina Conti D’Arco - Gruppo Italiano Vini,,,nd,ND,Villa Belvedere,37010,Calmasino,Verona,Veneto,,0456269600,,,,gruppo italiano vini lo shop rimanda a vinicum,,,,,
Biondi-Santi,,,nd,biondisanti.it,Villa Greppo 183,53024,Montalcino,Siena,Toscana,,ND,,,,,,,,,
Villa Vasi,FIVI,,az.agricolavillavasi@gmail.com,vinivillavasi.it,"Villa Vasi, 15",34170,Gorizia,Gorizia,Friuli Venezia Giulia,,3477800077,,,,,,,,12/8/2024,
Villa Della Rosa,,,info@villadellarosa.it,villadellarosa.it/,"Villamagna Via Piana, 5",66100,Chieti,Chieti,Abruzzo,,3926709327,,,,da elenco claudio winery resort enoturiemo e degustazioni,,,,12/6/2024,
Fattoria Colleallodole Milziade Antano,,,info@fattoriacolleallodole.com,fattoriacolleallodole.it,"Voc. Campoletame, 228",06031,Bevagna,Perugia,Umbria,,0742360371,,,,,,,,12/17/2024,
Casa Lucciola,FIVI,,info@casalucciola.it,casalucciola.it,"Voc. Casalucciola, 42",62024,Matelica,Macerata,Marche,,3381783572,,,,,,,,12/4/2024,
Roccafiore,FIVI,,info@cantinaroccafiore.it,cantinaroccafiore.it,"Voc. Collina, 110/A",06059,Chioano,Perugia,Umbria,,758942746,,,,,,,,12/15/2024,
Piccola Cantina Rossi,,,info@piccolacantinarossi.it,piccolacantinarossi.it/,Voc. Madonna Delle Grazie,06055,Castello delle Forme - Marsciano,Perugia,Umbria,,347 8243187,,,,vini naturali bio si visite prenotazione via mail,,,,1/14/2025,
La Casa Dei Cini,,,info@lacasadeicini.it,lacasadeicini.it/,"Voc. Petroso, 68",06066,Pietrafitta,Perugia,Umbria,,3492594845,,,,fanno visite anche fattoria didattica molto carine le etichette,,,,1/29/2025,
Azienda Agricola Argillae,,,info@argillae.eu,argillae.eu,"Voc. Pomarro, 45",05011,Allerona,Terni,Umbria,,0763624604,,,,famiglia bonollo,,,,12/15/2024,
Fattoria Di Monticello,FIVI,,info@fattoriadimonticello.it,fattoriadimonticello.it/,"Voc. Ponetro, 66",05010,San Venanzo,Terni,Umbria,,758749606,,,,,,,,12/15/2024,
Bettalunga,FIVI,,info@bettalunga.it,bettalunga.it/,"Voc.Bettalunga, 25",06050,Castello delle Forme,Perugia,Umbria,,3282703450,,,,,,,,12/15/2024,
Cenci ,,,info@cantinacenci.it,cantinacenci.it/,"Vocabolo Anticello Uno, 50 - Frazione San Biagio Della Valle",06055,Marsciano,Perugia,Umbria,,3805198980,,,,si degustazioni etichette ok lui è anch uno scultore ( ferro) e Alcune di queste sculture divetano il soggetto per le etichette di alcune etichette,,,,12/15/2024,
Azienda Agricola Castelluccio,,,nd,ND,"Vocabolo Case Sparse, 171",06046,Norcia,Perugia,Umbria,,3393724609,,,,nn trovo sito cè un fb ma rimanda a produttore di lauria(PZ),,,,,
Cantina Colle Uncinano,,,info@colleuncinano.com,colleuncinano.com,"Vocabolo Casenove, 42 - Località Uncinano",06049,Spoleto,Perugia,Umbria,,0743269004,,,,© 2025 by Cesarini Sartori,,,,1/12/2025,
Corini Camerti,,,info@tenutacorini.it,tenutacorini.it/,"Vocabolo Casino, 53",05010,Montegabbione,Terni,Umbria,Stefano Corini,3317811366,,,,,,,,12/17/2024,
Trenta Querce,FIVI,,info@trentaquerce.it,trentaquerce.it/,"Vocabolo Cerreto, 144",05020,Lugnano in Teverina,Terni,Umbria,,3397653710,08366711003,,,si visite si hospitality,,,,12/15/2024,
Colle Delle Querce,FIVI,,carlo.ferrari48@alice.it,codeque.com,"Vocabolo Colle Asciutto, 45",06059,Todi,Perugia,Umbria,,3355465387,,,,,,,,12/15/2024,
Polidori ,,,info@cantinepolidori.com,cantinepolidori.com/,Vocabolo Colle Di Pierantonio,06019,Umbertide,Perugia,Umbria,,0759414266,,,,,,,,12/17/2024,
